"n",39,6212
"n",39,6213
"n",39,6215
"n",39,6217
"n",39,6220
"n",39,6221
"n",39,6222
"n",39,6223
"n",39,6224
"n",39,6225
"n",39,6336
"n",39,6337
"n",39,6338
"n",39,6339
"n",39,6340
"n",39,6341
"n",39,6342
"n",39,6343
"n",39,6344
"n",39,6345
"n",39,6346
"n",39,6347
"n",39,6348
"n",39,6349
"n",39,6350
"n",39,6351
"n",39,6352
"n",39,6353
"n",39,6354
"n",39,6355
"n",39,6356
"n",39,6357
"n",39,6358
"n",39,6359
"n",39,6360
"n",39,6361
"n",39,6362
"n",39,6363
"n",39,6364
"n",39,6365
"n",39,6366
"n",39,6367
"n",39,6368
"n",39,6369
"n",39,6370
"n",39,6371
"n",39,6372
"n",39,6373
"n",39,6374
"n",39,6375
"n",39,6376
"n",39,6377
"n",39,6378
"n",39,6379
"n",39,6380
"n",39,6381
"n",39,6382
"n",39,6383
"n",39,6384
"n",39,6385
"n",39,6386
"n",39,6387
"n",39,6388
"n",39,6389
"n",39,6390
"n",39,6391
"n",39,6392
"n",39,6393
"n",39,6394
"n",39,6395
"n",39,6396
"n",39,6397
"n",39,6398
"n",39,6399
"n",39,6400
"n",39,6401
"n",39,6402
"n",39,6403
"n",39,6452
"n",39,6453
"n",39,6454
"n",39,6455
"n",39,6456
"n",39,6457
"n",39,6458
"n",39,6459
"n",39,6460
"n",39,6461
"n",39,6462
"n",39,6463
"n",39,6464
"n",39,6465
"n",39,6466
"n",39,6467
"n",39,6468
"n",39,6469
"n",39,6470
"n",39,6471
"n",39,6472
"n",39,6473
"n",39,6474
"n",39,6475
"n",39,6476
"n",39,6477
"n",39,6478
"n",39,6479
"n",39,6480
"n",39,6485
"n",39,6486
"n",39,6487
"n",39,6488
"n",39,6489
"n",39,6490
"n",39,6491
"n",39,6492
"n",39,6493
"n",39,6494
"n",39,6495
"n",39,6496
"n",39,6497
"n",39,6498
"n",39,6499
"n",39,6500
"n",39,6501
"n",39,6502
"n",39,6503
"n",39,6504
"n",39,6505
"n",39,6506
"n",39,6507
"n",39,6508
"n",39,6509
"n",39,6510
"n",39,6511
"n",39,6512
"n",39,6513
"n",39,6514
"n",39,6515
"n",39,6516
"n",39,6517
"n",39,6518
"n",39,6519
"n",39,6520
"n",39,6521
"n",39,6522
"n",39,6523
"n",39,6524
"n",39,6525
"n",39,6526
"n",39,6527
"n",39,6528
"n",39,6529
"n",39,6530
"n",39,6531
"n",39,6532
"n",39,6533
"n",39,6534
"n",39,6535
"n",39,6536
"n",39,6537
"n",39,6538
"n",39,6539
"n",39,6540
"n",39,6541
"n",39,6542
"n",39,6543
"n",39,6544
"n",39,6545
"n",39,6546
"n",39,6547
"n",39,6548
"n",39,6549
"n",39,6550
"n",39,6551
"n",39,6552
"n",39,6553
"n",39,6554
"n",39,6555
"n",39,6556
"n",39,6557
"n",39,6558
"n",39,6559
"n",39,6560
"n",39,6561
"n",39,6562
"n",39,6563
"n",39,6564
"n",39,6565
"n",39,6566
"n",39,6567
"n",39,6568
"n",39,6569
"n",39,6570
"n",39,6571
"n",39,6572
"n",39,6573
"n",39,6574
"n",39,6575
"n",39,6576
"n",39,6577
"n",39,6578
"n",39,6579
"n",39,6580
"n",39,6581
"n",39,6582
"n",39,6583
"n",39,6584
"n",39,6585
"n",39,6586
"n",39,6587
"n",39,6588
"n",39,6589
"n",39,6590
"n",39,6591
"n",39,6592
"n",39,6593
"n",39,6594
"n",39,6595
"n",39,6596
"n",39,6597
"n",39,6598
"n",39,6599
"n",39,6600
"n",39,6601
"n",39,6602
"n",39,6603
"n",39,6604
"n",39,6605
"n",39,6606
"n",39,6607
"n",39,6608
"n",39,6609
"n",39,6610
"n",39,6611
"n",39,6612
"n",39,6613
"n",39,6614
"n",39,6615
"n",39,6616
"n",39,6617
"n",39,6618
"n",39,6619
"n",39,6620
"n",39,6621
"n",39,6622
"n",39,6623
"n",39,6624
"n",39,6625
"n",39,6626
"n",39,6627
"n",39,6628
"n",39,6629
"n",39,6630
"n",39,6631
"n",39,6632
"n",39,6633
"n",39,6634
"n",39,6635
"n",39,6636
"n",39,6637
"n",39,6638
"n",39,6639
"n",39,6640
"n",39,6641
"n",39,6642
"n",39,6643
"n",39,6644
"n",39,6645
"n",39,6646
"n",39,6647
"n",39,6648
"n",39,6649
"n",39,6650
"n",39,6651
"n",39,6652
"n",39,6653
"n",39,6654
"n",39,6655
"n",39,6656
"n",39,6657
"n",39,6658
"n",39,6659
"n",39,6660
"n",39,6661
"n",39,6662
"n",39,6663
"n",39,6664
"n",39,6665
"n",39,6666
"n",39,6667
"n",39,6668
"n",39,6669
"n",39,6670
"n",39,6671
"n",39,6672
"n",39,6673
"n",39,6674
"n",39,6675
"n",39,6676
"n",39,6677
"n",39,6678
"n",39,6679
"n",39,6680
"n",39,6681
"n",39,6682
"n",39,6683
"n",39,6684
"n",39,6685
"n",39,6686
"n",39,6687
"n",39,6688
"n",39,6689
"n",39,6690
"n",39,6693
"n",39,6694
"n",39,6695
"n",39,6696
"n",39,6697
"n",39,6698
"n",39,6704
"n",39,6705
"n",39,6706
"n",39,6707
"n",39,6708
"n",39,6709
"n",39,6710
"n",39,6711
"n",39,6712
"n",39,6713
"n",39,6714
"n",39,6715
"n",39,6716
"n",39,6717
"n",39,6718
"n",39,6719
"n",39,6720
"n",39,6721
"n",39,6722
"n",39,6723
"n",39,6724
"n",39,6725
"n",39,6726
"n",39,6727
"n",39,6728
"n",39,6729
"n",39,6730
"n",39,6731
"n",39,6732
"n",39,6733
"n",39,6734
"n",39,6735
"n",39,6736
"n",39,6737
"n",39,6738
"n",39,6739
"n",39,6740
"n",39,6741
"n",39,6742
"n",39,6743
"n",39,6744
"n",39,6745
"n",39,6746
"n",39,6747
"n",39,6748
"n",39,6749
"n",39,6750
"n",39,6751
"n",39,6752
"n",39,6753
"n",39,6754
"n",39,6755
"n",39,6756
"n",39,6757
"n",39,6758
"n",39,6759
"n",39,6760
"n",39,6761
"n",39,6762
"n",39,6763
"n",39,6764
"n",39,6765
"n",39,6766
"n",39,6767
"n",39,6768
"n",39,6769
"n",39,6770
"n",39,6771
"n",39,6772
"n",39,6773
"n",39,6774
"n",39,6775
"n",39,6776
"n",39,6777
"n",39,6778
"n",39,6779
"n",39,6780
"n",39,6781
"n",39,6782
"n",39,6783
"n",39,6784
"n",39,6785
"n",39,6786
"n",39,6787
"n",39,6788
"n",39,6789
"n",39,6790
"n",39,6791
"n",39,6792
"n",39,6793
"n",39,6794
"n",39,6795
"n",39,6796
"n",39,6797
"n",39,6798
"n",39,6799
"n",39,6800
"n",39,6801
"n",39,6802
"n",39,6803
"n",39,6804
"n",39,6805
"n",39,6806
"n",39,6807
"n",39,6808
"n",39,6809
"n",39,6810
"n",39,6811
"n",39,6812
"n",39,6813
"n",39,6814
"n",39,6815
"n",39,6816
"n",39,6817
"n",39,6818
"n",39,6819
"n",39,6820
"n",39,6821
"n",39,6822
"n",39,6823
"n",39,6824
"n",39,6825
"n",39,6826
"n",39,6827
"n",39,6828
"n",39,6829
"n",39,6830
"n",39,6831
"n",39,6832
"n",39,6833
"n",39,6834
"n",39,6835
"n",39,6836
"n",39,6837
"n",39,6838
"n",39,6839
"n",39,6840
"n",39,6841
"n",39,6842
"n",39,6843
"n",39,6844
"n",39,6845
"n",39,6846
"n",39,6847
"n",39,6848
"n",39,6849
"n",39,6850
"n",39,6851
"n",39,6852
"n",39,6853
"n",39,6854
"n",39,6855
"n",39,6856
"n",39,6857
"n",39,6858
"n",39,6859
"n",39,6860
"n",39,6861
"n",39,6862
"n",39,6863
"n",39,6864
"n",39,6865
"n",39,6866
"n",39,6867
"n",39,6868
"n",39,6869
"n",39,6870
"n",39,6871
"n",39,6872
"n",39,6873
"n",39,6874
"n",39,6875
"n",39,6876
"n",39,6877
"n",39,6878
"n",39,6879
"n",39,6880
"n",39,6881
"n",39,6883
"n",39,6884
"n",39,6887
"n",39,6888
"n",39,6889
"n",39,6890
"n",39,6891
"n",39,6892
"n",39,6893
"n",39,6894
"n",39,6895
"n",39,6896
"n",39,6897
"n",39,6898
"n",39,6899
"n",39,6900
"n",39,6901
"n",39,6902
"n",39,6904
"n",39,6905
"n",39,6906
"n",39,6907
"n",39,6908
"n",39,6909
"n",39,6910
"n",39,6911
"n",39,6913
"n",39,6915
"n",39,6916
"n",39,6917
"n",39,6918
"n",39,6919
"n",39,6920
"n",39,6921
"n",39,6922
"n",39,6923
"n",39,6924
"n",39,6925
"n",39,6926
"n",39,6927
"n",39,6928
"n",39,6935
"n",39,6936
"n",39,6937
"n",39,6938
"n",39,6939
"n",39,6940
"n",39,6941
"n",39,6942
"n",39,6944
"n",39,6945
"n",39,6946
"n",39,6947
"n",39,6956
"n",39,6957
"n",39,6958
"n",39,6959
"n",39,6960
"n",39,6961
"n",39,6962
"n",39,6963
"n",39,6964
"n",39,6965
"n",39,6966
"n",39,6967
"n",39,6968
"n",39,6969
"n",39,6970
"n",39,6971
"n",39,6972
"n",39,6973
"n",39,6975
"n",39,6976
"n",39,6977
"n",39,6978
"n",39,6979
"n",39,6980
"n",39,6981
"n",39,6982
"n",39,6985
"n",39,6988
"n",39,6993
"n",39,6996
"n",39,6998
"n",39,7001
"n",39,7002
"n",39,7003
"n",39,7004
"n",39,7005
"n",39,7006
"n",39,7007
"n",39,7008
"n",39,7009
"n",39,7010
"n",39,7011
"n",39,7012
"n",39,7013
"n",39,7014
"n",39,7015
"n",39,7016
"n",39,7017
"n",39,7018
"n",39,7020
"n",39,7021
"n",39,7023
"n",39,7024
"n",39,7025
"n",39,7026
"n",39,7027
"n",39,7028
"n",39,7029
"n",39,7030
"n",39,7031
"n",39,7032
"n",39,7033
"n",39,7034
"n",39,7035
"n",39,7036
"n",39,7037
"n",39,7038
"n",39,7039
"n",39,7040
"n",39,7041
"n",39,7042
"n",39,7043
"n",39,7044
"n",39,7045
"n",39,7046
"n",39,7047
"n",39,7048
"n",39,7049
"n",39,7050
"n",39,7051
"n",39,7052
"n",39,7053
"n",39,7054
"n",39,7055
"n",39,7056
"n",39,7057
"n",39,7058
"n",39,7059
"n",39,7060
"n",39,7061
"n",39,7062
"n",39,7063
"n",39,7064
"n",39,7065
"y",6,9683
"y",6,5421
"y",6,5232
"y",3,9683
"y",3,9678
"y",251,9683
"y",251,9681
"y",246,9683
"y",251,9590
"y",235,9683
"y",6,9684
"y",6,9685
"y",6,9686
"y",6,9687
"y",246,9686
"y",3,9686
"y",3,9684
"y",6,9599
"y",235,9685
"y",6,9688
"y",6,9689
"y",6,9690
"y",6,9691
"y",6,9692
"y",6,9693
"y",6,9694
"y",6,9695
"y",6,9696
"y",6,9697
"y",6,9698
"y",6,9699
"y",6,9700
"y",251,9498
"y",3,9498
"y",6,9701
"y",6,9702
"y",6,9703
"y",3,9501
"y",246,9501
"y",246,9703
"y",251,9703
"y",6,5236
"y",6,4494
"y",6,3054
"y",251,9501
"y",6,5222
"y",6,3399
"y",6,9705
"y",6,9286
"y",6,5235
"y",6,5229
"y",6,9706
"y",6,9707
"y",251,9707
"y",251,9503
"y",6,9708
"y",235,9503
"y",6,9709
"y",6,9710
"y",6,9711
"y",6,9712
"y",6,9713
"y",6,9714
"y",6,9715
"y",251,9704
"y",235,9704
"n",39,5580
"n",39,5581
"n",39,5582
"n",39,5583
"n",39,5584
"n",39,5585
"n",39,5586
"n",39,5587
"n",39,5588
"n",39,5589
"n",39,5590
"n",39,5591
"n",39,5592
"n",39,5593
"n",39,5594
"n",39,5595
"n",39,5596
"n",39,5597
"n",39,5598
"n",39,5599
"n",39,5600
"n",39,5601
"n",39,5602
"n",39,5603
"n",39,5604
"n",39,5605
"n",39,5606
"n",39,5607
"n",39,5608
"n",39,5609
"n",39,5610
"n",39,5611
"n",39,5612
"n",39,5613
"n",39,5614
"n",39,5615
"n",39,5616
"n",39,5617
"n",39,5618
"n",39,5619
"n",39,5620
"n",39,5621
"n",39,5622
"n",39,5623
"n",39,5624
"n",39,5625
"n",39,5626
"n",39,5627
"n",39,5628
"n",39,5629
"n",39,5630
"n",39,5631
"n",39,5632
"n",39,5633
"n",39,5634
"n",39,5635
"n",39,5636
"n",39,5637
"n",39,5638
"n",39,5639
"n",39,5640
"n",39,5641
"n",39,5642
"n",39,5643
"n",39,5644
"n",39,5645
"n",39,5646
"n",39,5647
"n",39,5648
"n",39,5649
"n",39,5650
"n",39,5651
"n",39,5652
"n",39,5653
"n",39,5654
"n",39,5655
"n",39,5656
"n",39,5657
"n",39,5658
"n",39,5659
"n",39,5660
"n",39,5661
"n",39,5662
"n",39,5663
"n",39,5664
"n",39,5665
"n",39,5666
"n",39,5667
"n",39,5668
"n",39,5669
"n",39,5670
"n",39,5671
"n",39,5674
"n",39,5675
"n",39,5676
"n",39,5677
"n",39,5678
"n",39,5681
"n",39,5682
"n",39,5683
"n",39,5684
"n",39,5685
"n",39,5686
"n",39,5687
"n",39,5688
"n",39,5689
"n",39,5690
"n",39,5691
"n",39,5692
"n",39,5693
"n",39,5694
"n",39,5695
"n",39,5696
"n",39,5697
"n",39,5698
"n",39,5699
"n",39,5700
"n",39,5701
"n",39,5702
"n",39,5703
"n",39,5704
"n",39,5705
"n",39,5706
"n",39,5707
"n",39,5708
"n",39,5709
"n",39,5710
"n",39,5711
"n",39,5712
"n",39,5713
"n",39,5714
"n",39,5715
"n",39,5716
"n",39,5717
"n",39,5718
"n",39,5719
"n",39,5720
"n",39,5721
"n",39,5722
"n",39,5723
"n",39,5724
"n",39,5725
"n",39,5726
"n",39,5727
"n",39,5728
"n",39,5729
"n",39,5730
"n",39,5731
"n",39,5732
"n",39,5733
"n",39,5734
"n",39,5735
"n",39,5736
"n",39,5737
"n",39,5738
"n",39,5739
"n",39,5740
"n",39,5741
"n",39,5742
"n",39,5743
"n",39,5744
"n",39,5745
"n",39,5746
"n",39,5747
"n",39,5748
"n",39,5749
"n",39,5750
"n",39,5751
"n",39,5752
"n",39,5753
"n",39,5754
"n",39,5755
"n",39,5756
"n",39,5757
"n",39,5758
"n",39,5759
"n",39,5760
"n",39,5761
"n",39,5762
"n",39,5763
"n",39,5764
"n",39,5765
"n",39,5766
"n",39,5767
"n",39,5768
"n",39,5769
"n",39,5770
"n",39,5771
"n",39,5772
"n",39,5773
"n",39,5774
"n",39,5775
"n",39,5776
"n",39,5777
"n",39,5778
"n",39,5779
"n",39,5780
"n",39,5781
"n",39,5782
"n",39,5783
"n",39,5784
"n",39,5785
"n",39,5786
"n",39,5787
"n",39,5788
"n",39,5789
"n",39,5790
"n",39,5791
"n",39,5792
"n",39,5793
"n",39,5794
"n",39,5795
"n",39,5796
"n",39,5797
"n",39,5798
"n",39,5799
"n",39,5800
"n",39,5801
"n",39,5802
"n",39,5803
"n",39,5804
"n",39,5805
"n",39,5806
"n",39,5807
"n",39,5808
"n",39,5809
"n",39,5810
"n",39,5811
"n",39,5812
"n",39,5813
"n",39,5814
"n",39,5815
"n",39,5816
"n",39,5817
"n",39,5818
"n",39,5819
"n",39,5820
"n",39,5821
"n",39,5825
"n",39,5826
"n",39,5827
"n",39,5828
"n",39,5829
"n",39,5830
"n",39,5831
"n",39,5832
"n",39,5833
"n",39,5834
"n",39,5835
"n",39,5836
"n",39,5837
"n",39,5838
"n",39,5839
"n",39,5840
"n",39,5841
"n",39,5842
"n",39,5843
"n",39,5844
"n",39,5845
"n",39,5846
"n",39,5847
"n",39,5848
"n",39,5849
"n",39,5850
"n",39,5851
"n",39,5852
"n",39,5853
"n",39,5854
"n",39,5855
"n",39,5856
"n",39,5857
"n",39,5858
"n",39,5859
"n",39,5860
"n",39,5861
"n",39,5862
"n",39,5863
"n",39,5864
"n",39,5865
"n",39,5866
"n",39,5867
"n",39,5868
"n",39,5869
"n",39,5870
"n",39,5871
"n",39,5872
"n",39,5873
"n",39,5874
"n",39,5875
"n",39,5876
"n",39,5877
"n",39,5878
"n",39,5879
"n",39,5880
"n",39,5881
"n",39,5882
"n",39,5883
"n",39,5884
"n",39,5885
"n",39,5886
"n",39,5887
"n",39,5888
"n",39,5889
"n",39,5892
"n",39,5893
"n",39,5894
"n",39,5895
"n",39,5896
"n",39,5897
"n",39,5898
"n",39,5899
"n",39,5900
"n",39,5901
"n",39,5902
"n",39,5903
"n",39,5904
"n",39,5905
"n",39,5906
"n",39,5907
"n",39,5908
"n",39,5909
"n",39,5910
"n",39,5911
"n",39,5912
"n",39,5913
"n",39,5914
"n",39,5915
"n",39,5916
"n",39,6043
"n",39,6168
"n",39,6170
"n",39,6171
"n",39,6172
"n",39,6173
"n",39,6174
"n",39,6175
"n",39,6176
"n",39,6177
"n",39,6181
"n",39,6182
"n",39,6183
"n",39,6184
"n",39,6191
"n",39,6192
"n",39,6193
"n",39,6194
"n",39,6198
"n",39,6199
"n",39,6200
"n",39,6205
"n",39,6206
"n",39,6207
"n",39,6208
"n",39,6209
"n",39,6210
"n",39,6211
